Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Bose U","Moon",40,-53.12,-176.05,"Planetographic  +East  -180 - 180","Approved","2006","Jagadis Chandra; Indian botanist, physicist (1858-1937).",
"Boss","Moon",50.2,45.75,88.68,"Planetographic  +East  -180 - 180","Approved","1964","Lewis; American astronomer (1846-1912).",
"Boss A","Moon",29.19,52.21,80.18,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss B","Moon",14.5,52.02,78.13,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss C","Moon",22.78,52.26,76.67,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss D","Moon",15.59,44.36,87.59,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss F","Moon",30.49,54.17,89.09,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss K","Moon",20.44,49.53,81.15,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss L","Moon",40.95,50.85,82.48,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss M","Moon",12.95,51.9,83.87,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Boss N","Moon",15.42,52.03,85.8,"Planetographic  +East  -180 - 180","Approved","2006","Lewis; American astronomer (1846-1912).",
"Bouguer","Moon",22.23,52.32,-35.82,"Planetographic  +East  -180 - 180","Approved","1935","Pierre; French hydrographer (1698-1758).",
"Bouguer A","Moon",7.37,52.61,-33.89,"Planetographic  +East  -180 - 180","Approved","2006","Pierre; French hydrographer (1698-1758).",
"Bouguer B","Moon",8,53.36,-33.07,"Planetographic  +East  -180 - 180","Approved","2006","Pierre; French hydrographer (1698-1758).",
"Boussingault","Moon",127.61,-70.21,53.73,"Planetographic  +East  -180 - 180","Approved","1935","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault A","Moon",75.4,-69.96,53.87,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault B","Moon",57.72,-65.69,47.04,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault C","Moon",23.13,-65.15,48.06,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault D","Moon",8.85,-63.58,44.81,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault E","Moon",104.09,-67.08,46.64,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault F","Moon",16.64,-68.97,39.65,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault G","Moon",4.59,-71.44,52.51,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault K","Moon",27.22,-68.83,50.1,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault N","Moon",15.1,-71.37,61.2,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault P","Moon",13.34,-67.29,45.59,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault R","Moon",11.92,-64.4,48.66,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault S","Moon",15.83,-64.14,46.91,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Boussingault T","Moon",19.43,-63.02,43.06,"Planetographic  +East  -180 - 180","Approved","2006","Jean Baptiste Dieudonne; French chemist (1802-1887).",
"Bouvard B","Moon",24.74,-41.7,-79.85,"Planetographic  +East  -180 - 180","Approved","2006","Named for Vallis Bouvard.",
"Bouvard C","Moon",14.63,-37.05,-77.48,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard D","Moon",27.46,-42.76,-80.66,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard E","Moon",12.82,-41.86,-77.56,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard F","Moon",11.98,-42.44,-76.55,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard G","Moon",20.36,-42.03,-74.75,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard M","Moon",74.06,-40.57,-77.45,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard N","Moon",54.79,-38.43,-76.51,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard P","Moon",13.87,-38.97,-75.11,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard R","Moon",7.95,-35.52,-84.36,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bouvard S","Moon",11.69,-35.58,-80.64,"Planetographic  +East  -180 - 180","Approved","2006","Alexis; French astronomer, mathematician (1767-1843).",
"Bowditch","Moon",43.04,-24.97,103.07,"Planetographic  +East  -180 - 180","Approved","1976","Nathaniel; American astronomer, mathematician (1773-1848).",
